Fecha,FIX
24/07/2019,19.0894
25/07/2019,19.0623
26/07/2019,19.0699
27/07/2019,
28/07/2019,
29/07/2019,19.0900
30/07/2019,19.0747
31/07/2019,18.9929
01/08/2019,19.1627
02/08/2019,19.3116
03/08/2019,
04/08/2019,
05/08/2019,19.5731
06/08/2019,19.6291
07/08/2019,19.6953
08/08/2019,19.5118
09/08/2019,19.4283
10/08/2019,
11/08/2019,
12/08/2019,19.5803
13/08/2019,19.4630
14/08/2019,19.5763
15/08/2019,19.6365
16/08/2019,19.5669
17/08/2019,
18/08/2019,
19/08/2019,19.8153
20/08/2019,19.7522
21/08/2019,19.6798
22/08/2019,19.7467
23/08/2019,19.8402
24/08/2019,
25/08/2019,
26/08/2019,19.9086
27/08/2019,19.9934
28/08/2019,20.0314
29/08/2019,20.0988
30/08/2019,20.0696
31/08/2019,
01/09/2019,
02/09/2019,20.1253
03/09/2019,20.0039
04/09/2019,19.7806
05/09/2019,19.6834
06/09/2019,19.5623
07/09/2019,
08/09/2019,
09/09/2019,19.5398
10/09/2019,19.5354
11/09/2019,19.5478
12/09/2019,19.4265
13/09/2019,19.3665
14/09/2019,
15/09/2019,
16/09/2019,
17/09/2019,19.4262
18/09/2019,19.3528
19/09/2019,19.3981
20/09/2019,19.4478
21/09/2019,
22/09/2019,
23/09/2019,19.4459
24/09/2019,19.4587
25/09/2019,19.5775
26/09/2019,19.6363
27/09/2019,19.6808
28/09/2019,
29/09/2019,
30/09/2019,19.7345
01/10/2019,19.7792
02/10/2019,19.7985
03/10/2019,19.7368
04/10/2019,19.5255
05/10/2019,
06/10/2019,
07/10/2019,19.5522
08/10/2019,19.5840
09/10/2019,19.5689
10/10/2019,19.4764
11/10/2019,19.3217
12/10/2019,
13/10/2019,
14/10/2019,19.2652
15/10/2019,19.2520
16/10/2019,19.2135
17/10/2019,19.1602
18/10/2019,19.1492
19/10/2019,
20/10/2019,
21/10/2019,19.1422
22/10/2019,
23/10/2019,
